case_id,case_type,network,baseline,accepted
case14:lawful_split:21,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:22,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:22,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:22,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:22,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:22,lawful_transform,case14,B4_id_only,False
case14:lawful_split:22,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:22,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:23,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:23,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:23,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:23,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:23,lawful_transform,case14,B4_id_only,False
case14:lawful_split:23,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:23,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:24,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:24,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:24,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:24,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:24,lawful_transform,case14,B4_id_only,False
case14:lawful_split:24,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:24,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:25,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:25,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:25,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:25,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:25,lawful_transform,case14,B4_id_only,False
case14:lawful_split:25,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:25,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:26,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:26,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:26,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:26,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:26,lawful_transform,case14,B4_id_only,False
case14:lawful_split:26,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:26,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:27,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:27,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:27,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:27,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:27,lawful_transform,case14,B4_id_only,False
case14:lawful_split:27,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:27,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:28,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:28,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:28,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:28,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:28,lawful_transform,case14,B4_id_only,False
case14:lawful_split:28,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:28,lawful_transform,case14,B6_full_PCC,False
case14:lawful_split:29,lawful_transform,case14,B0_no_validation,True
case14:lawful_split:29,lawful_transform,case14,B1_feature_only,True
case14:lawful_split:29,lawful_transform,case14,B2_schema_only,True
case14:lawful_split:29,lawful_transform,case14,B3_conservation_only,True
case14:lawful_split:29,lawful_transform,case14,B4_id_only,False
case14:lawful_split:29,lawful_transform,case14,B5_provenance_signature_without_semantics,True
case14:lawful_split:29,lawful_transform,case14,B6_full_PCC,False
case30:lawful_split:0,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:0,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:0,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:0,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:0,lawful_transform,case30,B4_id_only,False
case30:lawful_split:0,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:0,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:1,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:1,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:1,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:1,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:1,lawful_transform,case30,B4_id_only,False
case30:lawful_split:1,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:1,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:2,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:2,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:2,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:2,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:2,lawful_transform,case30,B4_id_only,False
case30:lawful_split:2,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:2,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:3,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:3,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:3,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:3,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:3,lawful_transform,case30,B4_id_only,False
case30:lawful_split:3,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:3,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:4,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:4,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:4,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:4,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:4,lawful_transform,case30,B4_id_only,False
case30:lawful_split:4,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:4,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:5,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:5,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:5,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:5,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:5,lawful_transform,case30,B4_id_only,False
case30:lawful_split:5,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:5,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:6,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:6,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:6,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:6,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:6,lawful_transform,case30,B4_id_only,False
case30:lawful_split:6,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:6,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:7,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:7,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:7,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:7,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:7,lawful_transform,case30,B4_id_only,False
case30:lawful_split:7,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:7,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:8,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:8,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:8,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:8,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:8,lawful_transform,case30,B4_id_only,False
case30:lawful_split:8,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:8,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:9,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:9,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:9,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:9,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:9,lawful_transform,case30,B4_id_only,False
case30:lawful_split:9,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:9,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:10,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:10,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:10,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:10,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:10,lawful_transform,case30,B4_id_only,False
case30:lawful_split:10,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:10,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:11,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:11,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:11,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:11,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:11,lawful_transform,case30,B4_id_only,False
case30:lawful_split:11,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:11,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:12,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:12,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:12,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:12,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:12,lawful_transform,case30,B4_id_only,False
case30:lawful_split:12,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:12,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:13,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:13,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:13,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:13,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:13,lawful_transform,case30,B4_id_only,False
case30:lawful_split:13,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:13,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:14,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:14,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:14,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:14,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:14,lawful_transform,case30,B4_id_only,False
case30:lawful_split:14,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:14,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:15,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:15,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:15,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:15,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:15,lawful_transform,case30,B4_id_only,False
case30:lawful_split:15,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:15,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:16,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:16,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:16,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:16,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:16,lawful_transform,case30,B4_id_only,False
case30:lawful_split:16,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:16,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:17,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:17,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:17,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:17,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:17,lawful_transform,case30,B4_id_only,False
case30:lawful_split:17,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:17,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:18,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:18,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:18,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:18,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:18,lawful_transform,case30,B4_id_only,False
case30:lawful_split:18,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:18,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:19,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:19,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:19,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:19,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:19,lawful_transform,case30,B4_id_only,False
case30:lawful_split:19,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:19,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:20,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:20,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:20,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:20,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:20,lawful_transform,case30,B4_id_only,False
case30:lawful_split:20,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:20,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:21,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:21,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:21,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:21,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:21,lawful_transform,case30,B4_id_only,False
case30:lawful_split:21,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:21,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:22,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:22,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:22,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:22,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:22,lawful_transform,case30,B4_id_only,False
case30:lawful_split:22,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:22,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:23,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:23,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:23,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:23,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:23,lawful_transform,case30,B4_id_only,False
case30:lawful_split:23,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:23,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:24,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:24,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:24,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:24,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:24,lawful_transform,case30,B4_id_only,False
case30:lawful_split:24,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:24,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:25,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:25,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:25,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:25,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:25,lawful_transform,case30,B4_id_only,False
case30:lawful_split:25,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:25,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:26,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:26,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:26,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:26,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:26,lawful_transform,case30,B4_id_only,False
case30:lawful_split:26,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:26,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:27,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:27,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:27,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:27,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:27,lawful_transform,case30,B4_id_only,False
case30:lawful_split:27,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:27,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:28,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:28,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:28,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:28,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:28,lawful_transform,case30,B4_id_only,False
case30:lawful_split:28,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:28,lawful_transform,case30,B6_full_PCC,False
case30:lawful_split:29,lawful_transform,case30,B0_no_validation,True
case30:lawful_split:29,lawful_transform,case30,B1_feature_only,True
case30:lawful_split:29,lawful_transform,case30,B2_schema_only,True
case30:lawful_split:29,lawful_transform,case30,B3_conservation_only,True
case30:lawful_split:29,lawful_transform,case30,B4_id_only,False
case30:lawful_split:29,lawful_transform,case30,B5_provenance_signature_without_semantics,True
case30:lawful_split:29,lawful_transform,case30,B6_full_PCC,False
case57:lawful_split:0,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:0,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:0,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:0,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:0,lawful_transform,case57,B4_id_only,False
case57:lawful_split:0,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:0,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:1,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:1,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:1,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:1,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:1,lawful_transform,case57,B4_id_only,False
case57:lawful_split:1,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:1,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:2,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:2,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:2,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:2,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:2,lawful_transform,case57,B4_id_only,False
case57:lawful_split:2,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:2,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:3,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:3,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:3,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:3,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:3,lawful_transform,case57,B4_id_only,False
case57:lawful_split:3,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:3,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:4,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:4,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:4,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:4,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:4,lawful_transform,case57,B4_id_only,False
case57:lawful_split:4,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:4,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:5,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:5,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:5,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:5,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:5,lawful_transform,case57,B4_id_only,False
case57:lawful_split:5,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:5,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:6,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:6,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:6,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:6,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:6,lawful_transform,case57,B4_id_only,False
case57:lawful_split:6,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:6,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:7,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:7,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:7,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:7,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:7,lawful_transform,case57,B4_id_only,False
case57:lawful_split:7,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:7,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:8,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:8,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:8,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:8,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:8,lawful_transform,case57,B4_id_only,False
case57:lawful_split:8,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:8,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:9,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:9,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:9,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:9,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:9,lawful_transform,case57,B4_id_only,False
case57:lawful_split:9,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:9,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:10,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:10,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:10,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:10,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:10,lawful_transform,case57,B4_id_only,False
case57:lawful_split:10,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:10,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:11,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:11,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:11,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:11,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:11,lawful_transform,case57,B4_id_only,False
case57:lawful_split:11,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:11,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:12,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:12,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:12,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:12,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:12,lawful_transform,case57,B4_id_only,False
case57:lawful_split:12,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:12,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:13,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:13,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:13,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:13,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:13,lawful_transform,case57,B4_id_only,False
case57:lawful_split:13,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:13,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:14,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:14,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:14,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:14,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:14,lawful_transform,case57,B4_id_only,False
case57:lawful_split:14,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:14,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:15,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:15,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:15,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:15,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:15,lawful_transform,case57,B4_id_only,False
case57:lawful_split:15,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:15,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:16,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:16,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:16,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:16,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:16,lawful_transform,case57,B4_id_only,False
case57:lawful_split:16,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:16,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:17,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:17,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:17,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:17,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:17,lawful_transform,case57,B4_id_only,False
case57:lawful_split:17,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:17,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:18,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:18,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:18,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:18,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:18,lawful_transform,case57,B4_id_only,False
case57:lawful_split:18,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:18,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:19,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:19,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:19,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:19,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:19,lawful_transform,case57,B4_id_only,False
case57:lawful_split:19,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:19,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:20,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:20,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:20,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:20,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:20,lawful_transform,case57,B4_id_only,False
case57:lawful_split:20,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:20,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:21,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:21,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:21,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:21,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:21,lawful_transform,case57,B4_id_only,False
case57:lawful_split:21,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:21,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:22,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:22,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:22,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:22,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:22,lawful_transform,case57,B4_id_only,False
case57:lawful_split:22,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:22,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:23,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:23,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:23,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:23,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:23,lawful_transform,case57,B4_id_only,False
